ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
492,2014,2,3,Denpasar-,Gardu-Listrik,Indonesia,50,7186,73,-8,-34333,-85722,-1496,115,5282,115088,21987,128677,107905,138,406357,Encens,"Sortie Ouest de Denpasar","Premiers kilomètre","Carnet de bord",1,"Jour 492","Sortie Ouest de Denpasar",23,60,6,0,2,"lundi 3 février 2014","S 08°34,333' E 115°05,282'",,,
493,2014,2,4,Gardu-Listrik,Yeh-Sumbul,Indonesia,50,7236,1,-8,-24901,-8415,-1469,114,48192,1148032,21937,128341,107726,359,406715,"Crayon feutre","Yeh Sumbul, village de pécheurs","Nuit à la belle","Carnet de bord",1,"Jour 493","Yeh Sumbul, village de pécheurs",102,61,10,0,2,"mardi 4 février 2014","S 08°24,901' E 114°48,192'",,,
494,2014,2,5,Yeh-Sumbul,Candi-Kesumah,Indonesia,40,7276,12,-8,-18262,-83044,-1449,114,30954,1145159,19987,128042,107566,339,407055,Vis,"Candi Kesumah, village de pêcheurs","fête foraine","Carnet de bord",1,"Jour 494","Candi Kesumah, village de pêcheurs",481,30,14,2,2,"mercredi 5 février 2014","S 08°18,262' E 114°30,954'",,,
495,2014,2,6,Candi-Kesumah,Banyuwangi,Indonesia,35,7311,63,-8,-12018,-82003,-1431,114,21423,1143571,19959,127841,107458,21,407264,Cordon,"Giri Indah, Banyuwangi, Java","Welcom to Java","Carnet de bord",1,"Jour 495","Giri Indah, Banyuwangi, Java",124,100,4,3,2,"jeudi 6 février 2014","S 08°12,018' E 114°21,423",,,
496,2014,2,7,Banyuwangi,Banyuwangi,Indonesia,0,7311,63,-8,-11985,-81998,-1431,114,21438,1143573,19959,127841,107458,1,407265,"Brosse à dent","Giri Indah, Banyuwangi, Java","Prise de marques","Carnet de bord",1,"Jour 496","Giri Indah, Banyuwangi, Java",192,45,16,3,2,"vendredi 7 février 2014","S 08°11,985' E 114°21,438'",,,
497,2014,2,8,Banyuwangi,Banyuwangi,Indonesia,0,7311,60,-8,-12067,-82011,-1431,114,2163,1143605,1996,127844,10746,4,407269,"Douille bleu","Rue Mohammad Husni, Banyuwangi",Repos,"Carnet de bord",1,"Jour 497","Rue Mohammad Husni, Banyuwangi",37,22,7,2,2,"samedi 8 février 2014","S 08°12,067' E 114°21,630'",,,
498,2014,2,9,Banyuwangi,Banyuwangi,Indonesia,0,7311,2454,-8,-3623,-80604,-1407,114,14651,1142442,19939,127642,107351,202,407471,"Minerai de souffre","Kawah Ijen","Voyage au centre du cratère","Carnet de bord",1,"Jour 498","Kawah Ijen",116,16,4,6,1,"dimanche 9 février 2014","S 08°03,623' E 114°14,651'",,,
499,2014,2,10,Banyuwangi,Banyuwangi,Indonesia,0,7311,60,-8,-12372,-82062,-1432,114,21509,1143585,19959,127847,107461,205,407676,"Starter de Briquet","Banyuwangi, Java","Journée studieuse","Carnet de bord",1,"Jour 499","Banyuwangi, Java",252,35,15,0,2,"lundi 10 février 2014","S 08°12,372' E 114°21,509'",,,
500,2014,2,11,Banyuwangi,Banyuwangi,Indonesia,0,7311,23,-8,-12966,-82161,-1434,114,22216,1143703,19961,127864,10747,17,407693,Billet,"Banyuwangi, Java","Pas de ftp","Carnet de bord",1,"Jour 500","Banyuwangi, Java",77,140,0,5,2,"mardi 11 février 2014","S 08°12,966' E 114°22,216'",,,
501,2014,2,12,Banyuwangi,Banyuwangi,Indonesia,0,7311,53,-8,-12154,-82026,-1432,114,21825,1143638,1996,127847,107462,17,40771,Clou,"Rue Mohammad Husni, Banyuwangi","Boui-boui habituel","Carnet de bord",1,"Jour 501","Rue Mohammad Husni, Banyuwangi",412,38,17,2,2,"mercredi 12 février 2014","S 08°12,154' E 114°21,825'",,,
502,2014,2,13,Banyuwangi,Banyuwangi,Indonesia,15,7326,2,-8,-5819,-8097,-1413,114,24745,1144124,19969,127793,107432,129,407839,"Graine non ID","Sortie nord de Banyuwangi","Faux départ",Almanach,0,"Jour 502",0,88,15,3,1,1,"jeudi 13 février 2014","S 08°05,819' E 114°24,745'",,,
503,2014,2,14,Banyuwangi,Poka''an',Indonesia,70,7396,3,-7,-40876,-76813,-1341,114,5322,1140887,19912,12721,107117,584,408423,Clef,Poka'an,"Nuit chez les pecheurs",Almanach,0,"Jour 503",0,127,25,17,2,2,"vendredi 14 février 2014","S 07°40,876' E 114°05,322'",,,
504,2014,2,15,Poka''an',Besuki,Indonesia,50,7446,1,-7,-44104,-77351,-135,113,41474,1136912,19843,126971,106988,442,408865,Huile,Besuki,"Nuit au post de police",Almanach,0,"Jour 504",0,624,72,0,0,0,"samedi 15 février 2014","S 07°44,104' E 113°41,474'",,,
505,2014,2,16,Besuki,Probolinggo,Indonesia,60,7506,22,-7,-45281,-77547,-1353,113,12298,113205,19758,12664,106807,536,409402,Bonbon,Probolinggo,"Caserne militaire",Almanach,0,"Jour 505",0,323,47,12,0,2,"dimanche 16 février 2014","S 07°45,281' E 113°12,298'",,,
506,2014,2,17,Probolinggo,Surabaya,Indonesia,90,7596,8,-7,-19965,-73328,-128,112,43416,1127236,19674,125938,106423,708,41011,"Capuchon Alu","Surabaya, Police office",Trafic,Almanach,0,"Jour 506",0,283,20,7,2,2,"lundi 17 février 2014","S 07°19,965' E 112°43,416'",,,
507,2014,2,18,Surabaya,Surabaya,Indonesia,15,7611,17,-7,-15782,-7263,-1268,112,43836,1127306,19675,125884,106393,78,410188,Etiquettes,"Kedung Doro, Surabaya","Mie Ayam de bord de route",Almanach,0,"Jour 507",0,15,60,0,5,2,"mardi 18 février 2014","S 07°15,782' E 112°43,836'",,,
508,2014,2,19,Surabaya,Surabaya,Indonesia,0,7611,26,-7,-15782,-7263,-1268,112,43836,1127306,19675,125884,106393,0,410188,Goupille,"Kedung Doro, Surabaya","Journée studieuse","Carnet de bord",1,"Jour 508","Kedung Doro, Surabaya",992,23,14,2,2,"mercredi 19 février 2014","S 07°15,782' E 112°43,836'",,,
509,2014,2,20,Surabaya,Keboen,Indonesia,80,7691,36,-7,-2695,-74492,-13,112,19452,1123242,19604,12575,106319,494,410682,Miroir,Keboan,"Vers les terres",Almanach,0,"Jour 509",0,83,23,14,8,2,"jeudi 20 février 2014","S 07°26,950' E 112°19,452'",,,
510,2014,2,21,Keboen,Guyangan,Indonesia,50,7741,90,-7,-34975,-75829,-1323,111,52614,1118769,19526,125541,106204,515,411197,"Plastique vert",Guyangan,Pluies,Almanach,0,"Jour 510",0,56,40,6,3,2,"vendredi 21 février 2014","S 07°34,975' E 111°52,614'",,,
511,2014,2,22,Guyangan,Sidoarjo,Indonesia,85,7826,70,-7,-22685,-73781,-1288,111,16973,1112829,19423,12494,105871,694,411891,"f rose","Post de police de Sidolaju","Jungle police office",Almanach,0,"Jour 511",0,34,24,11,3,2,"samedi 22 février 2014","S 07°22,685' E 111°16,973'",,,
512,2014,2,23,Sidoarjo,Yogiakarta,Indonesia,130,7956,148,-7,-47016,-77836,-1358,110,26054,1104342,19274,124668,105719,1039,412929,Elastique,"Entrée de Yogyakarta","Rencontre de Radit et de Revo","Carnet de bord",1,"Jour 512","Entrée de Yogyakarta",178,60,15,0,2,"dimanche 23 février 2014","S 07°47,016' E 110°26,054'",,,
513,2014,2,24,Yogiakarta,Yogiakarta,Indonesia,30,7986,110,-7,-4849,-78082,-1363,110,2265,1103775,19264,124648,105707,68,412998,Gomme,"HonFablab, Yogiakarta","Premier contact, HonFablab",Almanach,0,"Jour 513",0,405,28,11,3,2,"lundi 24 février 2014","S 07°48,490' E 110°22,650'",,,
514,2014,2,25,Yogiakarta,Yogiakarta,Indonesia,0,7986,107,-7,-48963,-78161,-1364,110,21071,1103512,1926,124635,10570,3,413028,"Fragment de PCB","LifePatch, Yogyakarta","Viste de LifePatch",Almanach,0,"Jour 514",0,152,50,17,0,2,"mardi 25 février 2014","S 07°48,963' E 110°21,071'",,,
515,2014,2,26,Yogiakarta,Jalan-Parangritis,Indonesia,30,8016,89,-7,-49465,-78244,-1366,110,22041,1103674,19263,124654,105711,2,413048,"I love Bali","Jalan Parangritis","Interview Honfablab",Almanach,0,"Jour 515",0,87,35,4,3,2,"mercredi 26 février 2014","S 07°49,465' E 110°22,041'",,,
516,2014,2,27,Parangritis,Yogiakarta,Indonesia,0,8016,87,-7,-49443,-78241,-1366,110,21812,1103635,19262,124651,105709,4,413052,"Cendres de l'éruption du Kelud","Jalan Jogokarian, Yogyakarta","Mise à jour du site internet",Almanach,0,"Jour 516",0,715,0,14,6,1,"jeudi 27 février 2014","S 07°49,443' E 110°21,812'",,,
517,2014,2,28,Yogiakarta,Yogiakarta,Indonesia,35,8051,107,-7,-48963,-78161,-1364,110,21071,1103512,1926,124635,10570,16,413068,"Cigarette samsu","LifePatch, Yogyakarta","Interview LifePatch",Almanach,0,"Jour 517",0,92,52,13,0,0,"vendredi 28 février 2014","S 07°48,963' E 110°21,071'",,,
518,2014,3,1,Yogiakarta,Yogiakarta,Indonesia,30,8081,109,-7,-46973,-77829,-1358,110,2192,1103653,19262,124618,10569,4,413108,"Bijoux engrenage","51 Electro, Yogyakarta","Recherche de solenoïdes",Almanach,0,"Jour 518",0,1,12,14,2,2,"samedi 1 mars 2014","S 07°46,973' E 110°21,920'",,,
519,2014,3,2,Yogiakarta,Kansongan,Indonesia,10,8091,94,-7,-50982,-78497,-137,110,19674,1103279,19256,124646,105707,85,413193,"Frange cuir vert",Kansongan,Déménagement,Almanach,0,"Jour 519",0,6,45,5,4,2,"dimanche 2 mars 2014","S 07°50,982' E 110°19,674'",,,
520,2014,3,3,Kansongan,Kansongan,Indonesia,0,8091,101,-7,-50985,-78498,-137,110,19849,1103308,19256,124649,105708,3,413197,"Pique plastique",Kasongan,"Visite de l'université",Almanach,0,"Jour 520",0,32,55,5,3,2,"lundi 3 mars 2014","S 07°50,985' E 110°19,849'",,,
521,2014,3,4,Kansongan,Kansongan,Indonesia,20,8111,96,-7,-50985,-78498,-137,110,19865,1103311,19256,124649,105708,0,413197,"Paille et feuille de bananier","FrogHouse, Kasongan","Présentation de projet",Almanach,0,"Jour 521",0,21,110,5,0,0,"mardi 4 mars 2014","S 07°50,985' E 110°19,865'",,,
522,2014,3,5,Kansongan,Yogiakarta,Indonesia,15,8126,112,-7,-4849,-78082,-1363,110,2265,1103775,19264,124648,105707,69,413266,Clous,"HonFablab, Yogyakarta","Présentation du projet",Almanach,0,"Jour 522",0,314,24,14,2,2,"mercredi 5 mars 2014","S 07°48,490' E 110°22,650'",,,
523,2014,3,6,Yogiakarta,Kansongan,Indonesia,0,8126,101,-7,-50985,-78498,-137,110,19849,1103308,19256,124649,105708,69,413335,"Baton de glace",Kasongan,"Faux départ","Carnet de bord",1,"Jour 523",Yogyakarta,42,63,3,1,2,"jeudi 6 mars 2014","S 07°50,985' E 110°19,849'",,,
524,2014,3,7,Kansongan,Sangubanyu,Indonesia,70,8196,10,-7,-47076,-77846,-1359,109,54597,10991,19183,124289,105506,469,413804,"Cigarette locale",Sangubanyu,Reprise,Almanach,0,"Jour 524",0,248,120,13,0,2,"vendredi 7 mars 2014","S 07°47,076' E 109°54,597'",,,
525,2014,3,8,Sangubanyu,Gombong,Indonesia,50,8246,10,-7,-36344,-76057,-1327,109,30822,1095137,19114,123852,10526,48,414284,Bonbon,"Poste de police de Gombong","Tourista on the road",Almanach,0,"Jour 525",0,484,69,2,0,0,"samedi 8 mars 2014","S 07°36,344' E 109°30,822'",,,
526,2014,3,9,Gombong,Klapagading-Kulon,Indonesia,50,8296,49,-7,-30688,-75115,-1311,109,349,1090582,19034,123442,105029,513,414798,Punaises,"Post de police de Klapagading Kulon","Tourista on the road again",Almanach,0,"Jour 526",0,94,12,17,2,2,"dimanche 9 mars 2014","S 07°30,688' E 109°03,490'",,,
527,2014,3,10,Klapagading-Kulon,Banjar,Indonesia,80,8376,88,-7,-22002,-73667,-1286,108,32623,1085437,18944,122947,104748,59,415387,Epices,Banjar,"Nuit chez un métalleux",Almanach,0,"Jour 527",0,7,0,17,1,2,"lundi 10 mars 2014","S 07°22,002' E 108°32,623'",,,
528,2014,3,11,Banjar,Col-de-Cibahayu,Indonesia,70,8446,802,-7,-6638,-71106,-1241,108,6413,1081069,18868,122415,104444,56,415947,Coquillage,"Col de Cibahayu","60 kms de montée",Almanach,0,"Jour 528",0,63,20,14,7,1,"mardi 11 mars 2014","S 07°06,638' E 108°06,413'",,,
529,2014,3,12,Col-de-Cibahayu,Bandung,Indonesia,90,8536,836,-6,-53148,-68858,-1202,107,36048,1076008,1878,121858,104124,612,416559,Bouton,Bandung,"Adventure cycling",Almanach,0,"Jour 529",0,2,9,2,3,2,"mercredi 12 mars 2014","S 06°53,148' E 107°36,048'",,,
530,2014,3,13,Bandung,Bandung,Indonesia,0,8536,768,-6,-53276,-68879,-1202,107,3607,1076012,1878,12186,104125,2,416562,Aiguille,"Eleonor's house, Bandung","Repos et travail",Almanach,0,"Jour 530",0,1,37,6,0,2,"jeudi 13 mars 2014","S 06°53,276' E 107°36,070'",,,
531,2014,3,14,Bandung,Bandung,Indonesia,15,8551,712,-6,-54887,-69148,-1207,107,36102,1076017,1878,121883,104138,3,416592,Vis,"Gare de Bandung","Aller-retour gare",Almanach,0,"Jour 531",0,184,10,17,2,2,"vendredi 14 mars 2014","S 06°54,887' E 107°36,102'",,,
532,2014,3,15,Bandung,Jakarta,Indonesia,10,8561,32,-6,-10577,-61763,-1078,106,4983,1068305,18645,120704,103454,1184,417775,Médaillon,"Gare de Jakarta","Arrivée à Jakarta","Carnet de bord",1,"Jour 532","Arrivée à Jakarta",469,21,14,2,2,"samedi 15 mars 2014","S 06°10,577' E 106°49,830'",,,
533,2014,3,16,Jakarta,Jakarta,Indonesia,0,8561,34,-6,-17325,-62888,-1098,106,47995,1067999,1864,120775,103495,13,417905,Trombone,"Jalan Cilandak Satu, Jakarta","Life Without Death",Almanach,0,"Jour 533",0,44,30,14,2,2,"dimanche 16 mars 2014","S 06°17,325' E 106°47,995'",,,
534,2014,3,17,Jakarta,Jakarta,Indonesia,0,8561,36,-6,-16022,-6267,-1094,106,48951,1068159,18643,120769,103492,3,417935,fusible,"Koi, Kemang, Jakarta","accrochage de Julien, premier round",Almanach,0,"Jour 534",0,66,17,12,3,2,"lundi 17 mars 2014","S 06°16,022' E 106°48,951'",,,
535,2014,3,18,Jakarta,Kota-Station,Indonesia,25,8586,32,-6,-7993,-61332,-107,106,4886,1068143,18643,120656,103426,149,418083,"Photo d'identitée","Kota Station","Traversée de Jakarta en vélo",Almanach,0,"Jour 535",0,22,39,14,5,2,"mardi 18 mars 2014","S 06°07,993' E 106°48,860'",,,
536,2014,3,19,Kola-Station,Jakarta,Indonesia,0,8586,36,-6,-16016,-62669,-1094,106,48943,1068157,18643,120769,103491,149,418232,"Bout de Stylo","Koi, Kemang, Jakarta","Vernissage de Julien",Almanach,0,"Jour 536",0,83,15,3,2,2,"mercredi 19 mars 2014","S 06°16,016' E 106°48,943",,,
537,2014,3,20,Jakarta,Jakarta,Indonesia,0,8586,34,-6,-17348,-62891,-1098,106,47984,1067997,1864,120776,103496,3,418263,"Crochet vert","Jalan Cilandak Satu, Jakarta","Soirée Haïku chez Julien",Almanach,0,"Jour 537",0,2,47,6,3,2,"jeudi 20 mars 2014","S 06°17,348' E 106°47,984'",,,
538,2014,3,21,Jakarta,Jakarta,Indonesia,0,8586,36,-6,-17342,-6289,-1098,106,47982,1067997,1864,120776,103495,0,418263,"Bois de scorpion","Jalan Cilandak Satu, Jakarta","Chasse au scorpion",Almanach,0,"Jour 538",0,209,0,17,1,1,"vendredi 21 mars 2014","S 06°17,342' E 106°47,982'",,,
539,2014,3,22,Jakarta,Jakarta,Indonesia,0,8586,36,-6,-17346,-62891,-1098,106,47983,1067997,1864,120776,103495,0,418263,"Sachet de SMECTA","Jalan Cilandak Satu, Jakarta","Tourista collective",Almanach,0,"Jour 539",0,502,86,8,0,0,"samedi 22 mars 2014","S 06°17,346' E 106°47,983'",,,
540,2014,3,23,Jakarta,Jakarta,Indonesia,0,8586,36,-6,-17348,-62891,-1098,106,4798,1067997,1864,120776,103495,0,418263,"Bouteille Coréene","Yu Tien restaurant, Jakarta","Journée Arduino","Carnet de bord",1,"Jour 540","Inside Jakarta",349,107,0,0,2,"dimanche 23 mars 2014","S 06°17,348' E 106°47,980'",,,
541,2014,3,24,Jakarta,Jakarta,Indonesia,0,8586,35,-6,-17259,-62877,-1097,106,47722,1067954,18639,120771,103493,5,418268,Barette,"Jalan Fatmawati","Black Mirror",Almanach,0,"Jour 541",0,248,82,15,2,2,"lundi 24 mars 2014","S 06°17,259' E 106°47,722'",,,
542,2014,3,25,Jakarta,Singapour,Singapour,0,8586,16,1,21215,13536,236,103,59174,1039862,18149,112297,98322,9053,427321,"Singapors dollars","Aéroport de Singapur",Aller-retour,Almanach,0,"Jour 542",0,71,126,10,5,2,"mardi 25 mars 2014","N 01°21,215' E 103°59,174'",,,
543,2014,3,26,Singapour,Jakarta,Indonesia,0,8586,36,-6,-17326,-62888,-1098,106,47993,1067999,1864,120775,103495,9056,436378,Elastique,"Jalan Cilandak Satu, Jakarta",Boulot,Almanach,0,"Jour 543",0,5,110,13,0,2,"mercredi 26 mars 2014","S 06°17,326' E 106°47,993'",,,
544,2014,3,27,Jakarta,Jakarta,Indonesia,5,8591,38,-6,-16504,-62751,-1095,106,48034,1068006,1864,120765,103489,15,436393,"Tube de métal","LIF Jakarta","Présentation de projet",Almanach,0,"Jour 544",0,462,10,15,2,2,"jeudi 27 mars 2014","S 06°16,504' E 106°48,034'",,,
545,2014,3,28,Jakarta,Jakarta,Indonesia,0,8591,36,-6,-17329,-62888,-1098,106,4799,1067998,1864,120775,103495,15,436408,"Fiche dorée","Jalan Cilandak Satu, Jakarta","Le passeport est arrivé",Almanach,0,"Jour 545",0,306,22,4,0,2,"vendredi 28 mars 2014","S 06°17,329' E 106°47,990'",,,
546,2014,3,29,Jakarta,Jakarta,Indonesia,0,8591,36,-6,-17364,-62894,-1098,106,4799,1067998,1864,120776,103496,1,436409,Broche,Citos,"Dernier samedi",Almanach,0,"Jour 546",0,312,42,6,2,2,"samedi 29 mars 2014","S 06°17,364' E 106°47,990'",,,
547,2014,3,30,Jakarta,Jakarta,Indonesia,0,8591,36,-6,-17344,-62891,-1098,106,47792,1067965,18639,120773,103494,4,436412,vis,"Jalan Cilandak, Jakarta",Boulot,"Carnet de bord",1,"Jour 547","Jakarta, épisode 2",226,30,17,2,2,"dimanche 30 mars 2014","S 06°17,344' E 106°47,792'",,,
548,2014,3,31,Jakarta,Jakarta,Indonesia,0,8591,37,-6,-17477,-62913,-1098,106,47982,1067997,1864,120777,103497,4,436417,"Écrou carré",Citos,"Ferié pour les autres",Almanach,0,"Jour 548",0,191,10,14,2,2,"lundi 31 mars 2014","S 06°17,477' E 106°47,982'",,,
549,2014,4,1,Jakarta,Jakarta,Indonesia,0,8591,38,-6,-17952,-62992,-1099,106,57665,1069611,18668,120902,103569,179,436595,résistance,"Post office","Réservation de bateau",Almanach,0,"Jour 549",0,71,70,3,0,2,"mardi 1 avril 2014","S 06°17,952' E 106°57,665'",,,
550,2014,4,2,Jakarta,Jakarta,Indonesia,0,8591,36,-6,-17329,-62888,-1098,106,4799,1067998,1864,120775,103495,179,436774,"Composant mofset","Cilandak Satu, Jakarta",Boulot,"Carnet de bord",1,"Jour 550","Jamais assez prudent",45,8,13,0,2,"mercredi 2 avril 2014","S 06°17,329' E 106°47,990'",,,
551,2014,4,3,Jakarta,Jakarta,Indonesia,0,8591,33,-6,-17334,-62889,-1098,106,47984,1067997,1864,120775,103495,0,436774," Connecteur","Jalan Cilandak Satu, Jakarta","Dernière soiré avec Julien",Almanach,0,"Jour 551",0,243,80,15,0,2,"jeudi 3 avril 2014","S 06 17,334' N 106 47,984'",,,
552,2014,4,4,Jakarta,Jakarta,Indonesia,35,8626,3,-6,-6218,-61036,-1065,106,52891,1068815,18654,12068,10344,225,436999,Ecrou,"Tanjung Priok, Jakarta",Départ,"Carnet de bord",1,"Jour 552","Un arrière-goût de Jakarta...",218,10,17,2,2,"vendredi 4 avril 2014","S 06°06,218' N 106°52,891'",,,
553,2014,4,5,Jakarta,Ligne-de-l'Equateur,Java-Sea,0,8626,16,0,0,0,0,105,5453,1050909,18342,11424,99547,7074,444073," Ticket d'embarquement","Ferry Kelud, ligne de l'équateur","Changement d'hémisphère","Carnet de bord",1,"Jour 553","Au-revoir Indonésie",138,100,4,5,2,"samedi 5 avril 2014","N 00°00,000' E 105°05,453'",,,
554,2014,4,6,Ligne-de-l'Equateur,Kuala-Lumpur,Malaysia,15,8641,30,3,848,31413,548,101,41667,1016945,17749,109131,96277,5144,449217,"Spirale verte","Gare de Kuala Lumpur","Welcom to Kuala Lumpur",Almanach,0,"Jour 554",0,538,59,5,0,2,"dimanche 6 avril 2014","N 03°08,480' E 101°41,667",,,
555,2014,4,7,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11555,31926,557,101,40862,101681,17747,109078,96242,59,449276,Perle," Biji Biji Initiative",Integration,Almanach,0,"Jour 555",0,84,12,16,3,2,"lundi 7 avril 2014","N 03°11,555' E 101°40,862'",,,
556,2014,4,8,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11562,31927,557,101,40868,1016811,17747,109078,96242,0,449277,Fusible,"Biji Biji Initiative","Présentation de Geocyclab",Almanach,0,"Jour 556",0,121,24,3,0,2,"mardi 8 avril 2014"," N 03°11,562' E 101°40,868'",,,
557,2014,4,9,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11555,31926,557,101,40862,101681,17747,109078,96242,0,449277,"Bouchon chambre à air","Biji Biji Initiative","Soudure et montage",Almanach,0,"Jour 557",0,25,13,3,3,2,"mercredi 9 avril 2014","N 03°11,555' E 101°40,862'",,,
558,2014,4,10,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11553,31926,557,101,40866,1016811,17747,109078,96242,0,449277,Bougie,"Biji Biji Initiative","Montage et soudure","Carnet de bord",1,"Jour 558","Kuala Lumpur",8,59,11,3,2,"jeudi 10 avril 2014","N 03°11,553' E 101°40,866'",,,
559,2014,4,11,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11557,31926,557,101,40861,101681,17747,109078,96242,0,449277,"Croix métallique","Biji Biji Initiative","Réunion Biji",Almanach,0,"Jour 559",0,111,19,14,2,2,"vendredi 11 avril 2014","N 03°11,557' E 101°40,861'",,,
560,2014,4,12,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11563,31927,557,101,40848,1016808,17747,109078,96242,0,449277,"Bout de tissu","Biji Biji Initiative","Mise à jour du carnet",Almanach,0,"Jour 560",0,1,39,4,4,2,"samedi 12 avril 2014","N 03°11,563' E 101°40,848'",,,
561,2014,4,13,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11545,31924,557,101,40861,101681,17747,109078,96242,0,449278,Potentiometre,"Biji Biji Initiative/Harmony Hub",workshop,Almanach,0,"Jour 561",0,38,13,2,0,2,"dimanche 13 avril 2014","N 03°11,545' E 101°40,861'",,,
562,2014,4,14,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11549,31925,557,101,40862,101681,17747,109078,96242,0,449278,Tissu,"Biji Biji Initiative/Harmony Hub",Boulot,Almanach,0,"Jour 562",0,38,47,0,4,2,"lundi 14 avril 2014","N 03°11,549' E 101°40,862'",,,
563,2014,4,15,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11558,31926,557,101,40852,1016809,17747,109078,96242,0,449278,"Fragment de CD","Biji Biji Initiative/Harmony Hub","Courses electroniques","Carnet de bord",1,"Jour 563","Boulot, session KL",27,50,14,3,2,"mardi 15 avril 2014","N 03°11,558' E 101°40,852'",,,
564,2014,4,16,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,62,3,1156,31927,557,101,40861,101681,17747,109078,96242,0,449278,Anti-moustique,"Biji Biji Initiative/Harmony Hub",Boulot,Almanach,0,"Jour 564",0,89,52,11,0,0,"mercredi 16 avril 2014","N 03°11,560' E 101°40,861'",,,
565,2014,4,17,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11556,31926,557,101,40858,101681,17747,109078,96242,0,449278,"Gaine termofromable","Biji Biji Initiative/Harmony Hub",Boulot,Almanach,0,"Jour 565",0,6,30,7,3,2,"jeudi 17 avril 2014","N 03°11,556' E 101°40,858'",,,
566,2014,4,18,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,63,3,11556,31926,557,101,40861,101681,17747,109078,96242,0,449278,"Clip de metal","Biji Biji Initiative/Harmony Hub","Teh Tarik Show",Almanach,0,"Jour 566",0,61,15,14,2,2,"vendredi 18 avril 2014","N 03°11,556' E 101°40,861'",,,
567,2014,4,19,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11547,31925,557,101,4086,101681,17747,109078,96242,0,449278,"Epingle a cheveux","Biji Biji Initiative/Harmony Hub"," shoping Jalan pasar",Almanach,0,"Jour 567",0,56,49,17,2,2,"samedi 19 avril 2014","N 03°11,547' E 101°40,860'",,,
568,2014,4,20,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,11555,31926,557,101,40855,1016809,17747,109078,96242,0,449279,"LED rouge","Biji Biji Initiative/Harmony Hub","Workshop Bis","Carnet de bord",1,"Jour 568","KL Round 3",25,26,12,0,2,"dimanche 20 avril 2014","N 03°11,555' E 101°40,855'",,,
569,2014,4,21,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,63,3,11557,31926,557,101,40864,1016811,17747,109078,96242,0,449279,"Colle à chaud","Biji Biji Initiative/Harmony Hub",Boulot,Almanach,0,"Jour 569",0,149,47,16,3,2,"lundi 21 avril 2014","N 03°11,557' E 101°40,864'",,,
570,2014,4,22,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,62,3,11559,31927,557,101,40859,101681,17747,109078,96242,0,449279,Resistance,"Biji Biji Initiative/Harmony Hub",Boulot,Almanach,0,"Jour 570",0,58,46,0,0,2,"mardi 22 avril 2014","N 03°11,559' E 101°40,859'",,,
571,2014,4,23,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,63,3,11559,31927,557,101,40859,101681,17747,109078,96242,0,449279,Tissu,"Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 571",0,125,155,10,4,2,"mercredi 23 avril 2014","N 03°11,559' E 101°40,859'",,,
572,2014,4,24,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,62,3,11551,31925,557,101,40853,1016809,17747,109078,96242,0,449279,Pansement,"Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 572",0,6,89,0,0,2,"jeudi 24 avril 2014","N 03°11,551' E 101°40,853'",,,
573,2014,4,25,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,1156,31927,557,101,40851,1016809,17747,109078,96242,0,449279,Broche,"Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 573",0,129,42,14,2,2,"vendredi 25 avril 2014","N 03°11,560' E 101°40,851'",,,
